model,dataset,method_key,method_role,estimator,near_perfect_policy,n_folds,positive_folds,tie_folds,negative_folds,any_fold_positive,all_folds_positive,all_folds_nonnegative,mixed_positive_and_negative,mean_fold_lift_pct
bag8,Amazon_employee_access,joint_groupby_separate,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,joint_pca_10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,joint_pca_5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,joint_pca_var90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,joint_pca_var95,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,joint_scaling,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,joint_tsne_2d_p30,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,0.4464116192150552
bag8,Amazon_employee_access,joint_tsne_2d_p50,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,1.1368912531786854
bag8,Amazon_employee_access,joint_tsne_3d_p30,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,1.5467370215222864
bag8,Amazon_employee_access,label_prop_k10_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.08534135966713324
bag8,Amazon_employee_access,label_prop_k15_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-0.9528297374015064
bag8,Amazon_employee_access,label_prop_k15_a08,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.8248053665166849
bag8,Amazon_employee_access,label_prop_v3_adaptive,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.2552707948843518
bag8,Amazon_employee_access,label_prop_v3_t005_k10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.05514775663331717
bag8,Amazon_employee_access,label_prop_v3_t005_k15,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,-0.1358561877427595
bag8,Amazon_employee_access,label_prop_v3_t01_k15,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,-0.1358561877427595
bag8,Amazon_employee_access,label_prop_weighted_adaptive_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.2828921977290915
bag8,Amazon_employee_access,label_prop_weighted_k10_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.29080148059368677
bag8,Amazon_employee_access,label_prop_weighted_k15_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.1277036076592113
bag8,Amazon_employee_access,label_prop_weighted_k15_a08,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.6775057415196217
bag8,Amazon_employee_access,leaf_density_conf,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.1279043666348614
bag8,Amazon_employee_access,leaf_density_conf_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-0.9864644470501845
bag8,Amazon_employee_access,leaf_density_conf_deep,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.3852907796517415
bag8,Amazon_employee_access,leaf_density_conf_shallow,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.3430544324957605
bag8,Amazon_employee_access,leaf_density_embed_k10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-2.2270550697090337
bag8,Amazon_employee_access,leaf_density_embed_k10_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.555940069824116
bag8,Amazon_employee_access,leaf_density_embed_k20,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.9573941759240004
bag8,Amazon_employee_access,leaf_density_embed_k5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-2.0382922389733618
bag8,Amazon_employee_access,nearest_test_k10_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-3.276939007134454
bag8,Amazon_employee_access,nearest_test_k10_cumshift_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-2.5459973672253304
bag8,Amazon_employee_access,nearest_test_k10_filter_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-3.276939007134454
bag8,Amazon_employee_access,nearest_test_k5_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-2.3192501049254917
bag8,Amazon_employee_access,nearest_test_rel_k10_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-3.433179305310068
bag8,Amazon_employee_access,nearest_test_rel_k10_cumshift_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-3.4616626308945206
bag8,Amazon_employee_access,nearest_test_rel_k5_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-5.856817119720784
bag8,Amazon_employee_access,neighbor_consensus_k10_dist,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-3.1660398045878346
bag8,Amazon_employee_access,neighbor_consensus_k10_dist_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-2.8512297776953184
bag8,Amazon_employee_access,neighbor_consensus_k10_uniform,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.8481764459646856
bag8,Amazon_employee_access,neighbor_consensus_k20_dist,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-3.3160753034849404
bag8,Amazon_employee_access,neighbor_consensus_k5_dist,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-4.034927820769384
bag8,Amazon_employee_access,neighbor_consensus_k5_dist_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-3.5827561942551696
bag8,Amazon_employee_access,ot_disp_v2_selective,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.8209061773313238
bag8,Amazon_employee_access,ot_disp_v2_selective_abs,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,ot_disp_v2_selective_and_summary,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.8209061773313238
bag8,Amazon_employee_access,ot_disp_v2_selective_and_summary_abs,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,ot_disp_v2_selective_and_summary_top10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.8209061773313238
bag8,Amazon_employee_access,ot_disp_v2_selective_top10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.8209061773313238
bag8,Amazon_employee_access,ot_disp_v2_summary_only,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,ot_displacement_mag,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-3.671561649425959
bag8,Amazon_employee_access,ot_displacement_no_mag,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-3.6560962213424397
bag8,Amazon_employee_access,pca_train_only_10,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,pca_train_only_5,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,pca_train_only_var90,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,pca_train_only_var95,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,pseudo_label_lgbm_conf80_iter5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.032321225509218
bag8,Amazon_employee_access,pseudo_label_lgbm_conf90_iter1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,0.8575950172932699
bag8,Amazon_employee_access,pseudo_label_lgbm_conf90_iter3,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,0.685653323596302
bag8,Amazon_employee_access,pseudo_label_lgbm_conf95_iter3,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,1.412811584350776
bag8,Amazon_employee_access,pseudo_label_v2_cal_iso_wfixed_conf90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,1.4506584826969977
bag8,Amazon_employee_access,pseudo_label_v2_cal_iso_wprop_conf85,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,1.1885912084008556
bag8,Amazon_employee_access,pseudo_label_v2_cal_iso_wprop_conf90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.0221517488066643
bag8,Amazon_employee_access,pseudo_label_v2_cal_iso_wquad_conf90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,1.6483386866513932
bag8,Amazon_employee_access,pseudo_label_v2_cal_platt_wprop_conf90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,1.4806406614752536
bag8,Amazon_employee_access,target_enc_absolute,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-29.43865779361454
bag8,Amazon_employee_access,target_enc_diff,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-17.85084482031664
bag8,Amazon_employee_access,target_enc_inv_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-20.71411134790109
bag8,Amazon_employee_access,target_enc_oof_absolute,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,0.5892507636944291
bag8,Amazon_employee_access,target_enc_oof_diff,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,1.3543143162515492
bag8,Amazon_employee_access,target_enc_oof_inv_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,0.25240476056760214
bag8,Amazon_employee_access,target_enc_oof_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,-0.42452256474627914
bag8,Amazon_employee_access,target_enc_oof_ratio_cap5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,-0.8547243959200322
bag8,Amazon_employee_access,target_enc_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-14.951986211778914
bag8,Amazon_employee_access,target_enc_ratio__sel_combined_intersection,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-12.396013249993004
bag8,Amazon_employee_access,target_enc_ratio__sel_combined_union,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-15.360843470202852
bag8,Amazon_employee_access,target_enc_ratio_cap5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-15.374872639196534
bag8,Amazon_employee_access,target_enc_standard_m10,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-17.795487248249202
bag8,Amazon_employee_access,target_enc_standard_m20,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-21.614366704936227
bag8,Amazon_employee_access,target_enc_standard_m5,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-18.63255724599671
bag8,Amazon_employee_access,targeted_groupby_top3,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,targeted_groupby_top3_shifted_agg,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,targeted_groupby_top5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,targeted_groupby_top5_shifted_agg,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Amazon_employee_access,tdda_k10_lam07_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.7330560874550365
bag8,Amazon_employee_access,tdda_k5_lam06_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.7330560874550365
bag8,Amazon_employee_access,tdda_k5_lam07_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.7330560874550365
bag8,Amazon_employee_access,tdda_k5_lam07_aug1_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.7330560874550365
bag8,Amazon_employee_access,tdda_k5_lam07_aug2,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,6.17441871932024
bag8,Amazon_employee_access,tdda_k5_lam08_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.7330560874550365
bag8,Amazon_employee_access,tdda_v2_k10_lam07_pfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.675743496297548
bag8,Amazon_employee_access,tdda_v2_k5_lam06_pfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.675743496297548
bag8,Amazon_employee_access,tdda_v2_k5_lam07_nopfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.675743496297548
bag8,Amazon_employee_access,tdda_v2_k5_lam07_pfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.675743496297548
bag8,Amazon_employee_access,tdda_v2_k5_lam07_pfl_dw_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.6563519155194952
bag8,Amazon_employee_access,tdda_v2_k5_lam07_pfl_nodw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,2.7330560874550365
bag8,Amazon_employee_access,train_only_scaling,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,Another-Dataset-on-used-Fiat-500,adversarial_lgbm_both_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.4010557726488437
bag8,Another-Dataset-on-used-Fiat-500,adversarial_lgbm_cal_iso_both_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.6922598064916562
bag8,Another-Dataset-on-used-Fiat-500,adversarial_lgbm_cal_iso_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-0.9138549356826765
bag8,Another-Dataset-on-used-Fiat-500,adversarial_lgbm_cal_platt_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,0.1842117452042019
bag8,Another-Dataset-on-used-Fiat-500,adversarial_lgbm_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.000085808990366
bag8,Another-Dataset-on-used-Fiat-500,adversarial_logreg_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-0.5920439682929626
